count, nu, alpha, beta, mu, lambda, q95, q99, fileName
1000, 0.15, 2, 0, 0.7, 0.1, 60.0676, 109.366, n_ 1 _nu_ 1 _alpha_ 5 _beta_ 1 _mu_ 1 _lambda_ 1.csv
